title,tags
Once Upon a Time... When We Were Colored,"romanc drama racial segreg famili relationship rural set african american thi film relat the stori of a tightli connect afro-american commun inform call color town where the inhabit live and depend on each other in a world where racist oppress is everywhere, as told by a boy call cliff who spent hi childhood there. despit this, we see the life of the commun in all it joy and sorrows, of those that live there while other decid to leav for a better life north. for those remaining, thing come to a seriou situat when one promin businessman is be muscl out by a white competitor use racist intimidation. in response, the commun must make the decis of whether to submit meekli like they alway have, or final fight for their rights. tim reid al freeman, jr. phylicia rashād paula kelli salli richardson-whitfield"
Last Summer in the Hamptons,"film entir on locat in east hampton, long island, ""last summer in the hamptons"" concern a larg theatric famili spend the last weekend of their summer togeth at the decades-old famili retreat which econom circumst have forc them to put on the market. victoria foyt play a young hollywood actress whose visit wreak havoc on the stellar group of famili and friend - led by matriarch viveca lindfor and made up of an extraordinari mix of promin new york actors, directors, and playwrights. in the cours of a veri unusu weekend, comic as well as seriou situat arise, and the family' secret - of which there are mani - begin to unravel. henri jaglom victoria foyt viveca lindfor jon robin baitz savannah smith boucher"
Angels and Insects,"drama romanc class societi rich woman - poor man scientist naturalist insect in victorian england, wealthi patriarch sir harald alabast invit an impoverish biologist, william adamson, into hi home. there, william tri to continu hi work, but is distract by alabaster' seduct daughter, eugenia. william and eugenia begin a torrid romance, but as the coupl becom closer, the young scientist begin to realiz that dark, disturb thing are happen behind the close door of the alabast manor. philip haa mark rylanc kristin scott thoma patsi kensit jeremi kemp"
White Squall,action drama sail trip diari sail surviv come of age teenag boy disciplin squall sail ship captain caribbean male bond seasick storm at sea 1960 teenag boy discov disciplin and camaraderi on an ill-fat sail voyage. ridley scott jeff bridg carolin goodal john savag scott wolf
Dunston Checks In,"adventur comedi famili boss fistfight bulli orangutan hotel manag hotel manag robert grant is forc by hi boss to postpon hi famili vacat when a hotel critic check in. troubl is, the critic is realli a villain jewel thief with an orangutan assist name dunston. when dunston get loos and tri to escap a life of crime -- aid by robert' son -- havoc, hijink and lot of laugh abound! ken kwapi jason alexand fay dunaway eric lloyd rupert everett"
Black Sheep,"comedi nitrou oxid candid camera doubl act polit satir crook politician woman director when dignifi albert donnelli run for governor, hi team move to keep hi slow-wit and klutzi younger brother, mike, out of the eye of the media. to baby-sit mike, the campaign assign sarcast steve, who get the experi of a lifetim when he tri to take mike out of town dure the election. penelop spheeri chri farley david spade grant heslov tim matheson"
Nick of Time,"crime drama thriller assassin train station polit lo angel gene watson is a public account who arriv on a train at union station in lo angeles, accompani by hi 6-year-old daughter lynn. becaus of hi ordinari looks, he is approach by a pair of sinist peopl name smith and jones. john badham johnni depp courtney chase charl s. dutton christoph walken"
The Journey of August King,"drama the journey of august king is a multi-dimension drama about a north carolina farmer in 1815. august king, a widower, is on hi way home as he doe everi year after sell hi produc and purchas the stock and good he will need to surviv the winter. on hi journey, he come upon a run-away slave, a young woman about 19 and august king must decid to violat the law and help thi slave to freedom or els leav her to be hunt down and, ultimately, return to her slave owner. john duigan jason patric thandi newton larri drake sam waterston"
Mary Reilly,"drama horror thriller romanc servant monster laboratori jekyl and hyde housemaid 19th centuri a housemaid fall in love with dr. jekyl and hi darkli mysteri counterpart, mr. hyde. stephen frear julia robert john malkovich georg cole michael gambon"
Vampire in Brooklyn,"comedi horror romanc vampir half vampir maximillian, the lone survivor of a race of vampires, come to brooklyn in search of a way to live past the next full moon. hi ticket to surviv is rita, a nypd detect who doesn't know she' half vampir -- and maximillian will do whatever' necessari to put her under hi spell. we craven eddi murphi angela bassett allen payn kadeem hardison"
Beautiful Girls,"comedi drama romanc hometown dure a snowi winter in the small fiction town of knight"" ridge, massachusetts, a group of lifelong buddi hang out, drink and struggl to connect with the women who affect their decisions, dream and desires. ted demm matt dillon noah emmerich annabeth gish lauren holli"
Broken Arrow,"action adventur drama thriller helicopt river captain underground mexican standoff countdown pilot fistfight canyon major betray gunfight train explos park ranger desert militari nuclear devic box stealth aircraft abandon mine humve when rogu stealth-fight pilot vic deakin deliber drop off the radar while on maneuvers, the air forc end up with two stolen nuclear warhead -- and deakins' co-pilot, riley hale, is the military' onli hope for get them back. travers the desert canyon of utah, hale team with park ranger terri carmichael to put deakin back in hi box. john woo john travolta christian slater samantha mathi delroy lindo"
A Midwinter's Tale,"comedi play hamlet christma actor out of work actor joe volunt to help tri and save hi sister' local church for the commun by put on a christma product of hamlet, somewhat against the advic of hi agent margaretta. as the cast he assembl are still avail even at christma and are prepar to do it on a 'profit sharing' basi (that is, they may not get paid anything) he cannot expect - and doe not get - the cream of the cream. but although they all bring their own problem and foibl along, someth bigger start to emerg in the perhap aptli name villag of hope. kenneth branagh richard brier joan collin michael maloney nichola farrel"
